Date,open,high,low,close,volume,dividends,stock splits,capital gains,sma_10,sma_20,sma_50,ema_10,ema_20,sma_cross_10_20,sma_cross_20_50,returns,log_returns,volatility_10,volatility_20,rsi_14,macd,ema_12,macd_signal,macd_hist,bb_middle,bb_upper,bb_lower,bb_width,bb_position,hl_range,oc_range,volume_sma_10,volume_ratio,close_lag_1,returns_lag_1,close_lag_2,returns_lag_2,close_lag_3,returns_lag_3,close_lag_5,returns_lag_5,close_lag_10,returns_lag_10,close_mean_5,close_std_5,close_min_5,close_max_5,close_mean_10,close_std_10,close_min_10,close_max_10,close_mean_20,close_std_20,close_min_20,close_max_20,day_of_week,month,quarter,target
2015-12-09 00:00:00-05:00,103.6299973,103.6600037,102.3199997,102.6399994,6026300,0,0,0,102.2529991,102.7049992,106.8043997,102.6104584,103.2959629,-0.452000046,-4.099400558,-0.001944739,-0.001946632,0.011736615,0.009398289,50.84201864,-1.135765081,-1.135765081,-1.449007011,0.31324193,102.7049992,104.5020183,100.90798,0.034993802,0.481914558,0.013055378,-0.009553198,6056950,0.994939697,102.8399963,0.001655773,102.6699982,-0.012978259,104.0199966,0.022209065,100.6900024,-0.015545526,102.9400024,0.006649719,102.7859985,0.808255458,101.7600021,104.0199966,102.2529991,0.92116972,100.6900024,104.0199966,102.7049992,0.898509592,100.6900024,104.0199966,2,12,4,102.5500031
2015-12-10 00:00:00-05:00,102.5100021,102.8300018,102.3399963,102.5500031,3853500,0,0,0,102.2619995,102.6409992,106.7181998,102.5994665,103.2249191,-0.37899971,-4.077200546,-0.000876815,-0.0008772,0.011638381,0.00937772,45.58181758,-1.062791405,-1.062791405,-1.37176389,0.308972485,102.6409992,104.3587421,100.9232563,0.033470892,0.473512867,0.00477821,0.000390215,6149170,0.626669941,102.6399994,-0.001944739,102.8399963,0.001655773,102.6699982,-0.012978259,101.7600021,0.010626673,102.4599991,-0.004662943,102.9439987,0.610596534,102.5500031,104.0199966,102.2619995,0.923852751,100.6900024,104.0199966,102.6409992,0.85887145,100.6900024,104.0199966,3,12,4,103.1100006
2015-12-11 00:00:00-05:00,101.9100037,103.3199997,101.8499985,103.1100006,6798400,0,0,0,102.4479996,102.6039993,106.6457997,102.6922909,103.2139745,-0.155999756,-4.041800385,0.005460727,0.005445871,0.010926338,0.009474007,50.0868243,-0.948834544,-0.948834544,-1.287178021,0.338343477,102.6039993,104.242127,100.9658716,0.031931069,0.654445004,0.014256631,0.011775065,6329650,1.074056227,102.5500031,-0.000876815,102.6399994,-0.001944739,102.8399963,0.001655773,104.0199966,0.022209065,101.25,-0.011809478,102.7619995,0.221065061,102.5500031,103.1100006,102.4479996,0.883838709,100.6900024,104.0199966,102.6039993,0.819063858,100.6900024,104.0199966,4,12,4,101.7900009
2015-12-14 00:00:00-05:00,102.5800018,102.7200012,101.7399979,101.7900009,5563800,0,0,0,102.4349998,102.5154995,106.5017998,102.5282382,103.0783579,-0.080499649,-3.986300278,-0.012801859,-0.012884509,0.011689023,0.009867957,48.04328879,-0.954038294,-0.954038294,-1.220550076,0.266511781,102.5154995,104.1271977,100.9038013,0.031443015,0.274927286,0.009627698,-0.007701315,6208730,0.896125295,103.1100006,0.005460727,102.5500031,-0.000876815,102.6399994,-0.001944739,102.6699982,-0.012978259,101.9199982,0.006617266,102.5860001,0.494195568,101.7900009,103.1100006,102.4349998,0.893372176,100.6900024,104.0199966,102.5154995,0.805849106,100.6900024,104.0199966,0,12,4,101.5199966
2015-12-15 00:00:00-05:00,101.7099991,102.0599976,101.4100037,101.5199966,6831100,0,0,0,102.3589996,102.4059994,106.3567998,102.3449215,102.9299426,-0.046999741,-3.9508004,-0.002652562,-0.002656086,0.011640991,0.009861046,43.8792765,-0.968781878,-0.968781878,-1.170196436,0.201414558,102.4059994,103.9729511,100.8390477,0.030602733,0.21728461,0.006402619,-0.00186808,6427250,1.062834027,101.7900009,-0.012801859,103.1100006,0.005460727,102.5500031,-0.000876815,102.8399963,0.001655773,102.2799988,0.003532188,102.3220001,0.651975148,101.5199966,103.1100006,102.3589996,0.939176342,100.6900024,104.0199966,102.4059994,0.783475858,100.6900024,104.0199966,1,12,4,102.75
2015-12-16 00:00:00-05:00,102.5899963,103.1999969,101.6600037,102.75,8292200,0,0,0,102.5649994,102.4264996,106.2145998,102.4185721,102.9128052,0.138499832,-3.788100204,0.012115873,0.012043063,0.010985405,0.009839431,51.17409437,-0.871172944,-0.871172944,-1.110391738,0.239218794,102.4264996,104.0005275,100.8524716,0.03073478,0.602761976,0.014987769,0.001559642,6234120,1.330131598,101.5199966,-0.002652562,101.7900009,-0.012801859,103.1100006,0.005460727,102.6399994,-0.001944739,100.6900024,-0.015545526,102.3440002,0.66706947,101.5199966,103.1100006,102.5649994,0.736466072,101.5199966,104.0199966,102.4264996,0.787013972,100.6900024,104.0199966,2,12,4,100.5
2015-12-17 00:00:00-05:00,100.9199982,100.9899979,100.2300034,100.5,10156200,0,0,0,102.4389992,102.3299995,106.0305998,102.0697408,102.6830142,0.108999634,-3.700600281,-0.02189781,-0.022141126,0.012833585,0.011010696,47.19939922,-0.96425799,-0.96425799,-1.081164988,0.116906998,102.3299995,104.1243516,100.5356475,0.035069913,-0.009933241,0.007562134,-0.004161694,6599750,1.538876473,102.75,0.012115873,101.5199966,-0.002652562,101.7900009,-0.012801859,102.5500031,-0.000876815,101.7600021,0.010626673,101.9339996,1.036499391,100.5,103.1100006,102.4389992,0.962570738,100.5,104.0199966,102.3299995,0.89717604,100.5,104.0199966,3,12,4,102.0400009
2015-12-18 00:00:00-05:00,101.3499985,102.5299988,101.3000031,102.0400009,8345900,0,0,0,102.2409996,102.2539997,105.8885999,102.0643336,102.6217749,-0.013000107,-3.634600143,0.015323392,0.015207175,0.011561447,0.011293502,50.42076738,-0.903350098,-0.903350098,-1.04560201,0.142251912,102.2539997,103.9553463,100.5526531,0.033276872,0.437108996,0.012054054,0.006808115,6367320,1.31073984,100.5,-0.02189781,102.75,0.012115873,101.5199966,-0.002652562,103.1100006,0.005460727,104.0199966,0.022209065,101.7199997,0.821066693,100.5,102.75,102.2409996,0.789267603,100.5,103.1100006,102.2539997,0.850673315,100.5,104.0199966,4,12,4,103.1500015
2015-12-21 00:00:00-05:00,102.9499969,103.5199966,102.8300018,103.1500015,6378900,0,0,0,102.2889999,102.257,105.7341998,102.2617278,102.6720822,0.031999969,-3.47719986,0.010878093,0.010819352,0.011473237,0.011539614,52.89807964,-0.756788595,-0.756788595,-0.987839327,0.231050732,102.257,103.9647535,100.5492464,0.033401206,0.761455042,0.006689237,0.001942735,6565860,0.971525436,102.0400009,0.015323392,100.5,-0.02189781,102.75,0.012115873,101.7900009,-0.012801859,102.6699982,-0.012978259,101.9919998,1.044830942,100.5,103.1500015,102.2889999,0.831711392,100.5,103.1500015,102.257,0.85387678,100.5,104.0199966,0,12,4,102.6100006
2015-12-22 00:00:00-05:00,103.0899963,103.1999969,102.5599976,102.6100006,4123500,0,0,0,102.2660004,102.2744999,105.5601999,102.3250501,102.6661696,-0.008499527,-3.285699997,-0.005235103,-0.005248854,0.011604032,0.011451866,56.87678848,-0.676413831,-0.676413831,-0.925554228,0.249140397,102.2744999,103.9895405,100.5594592,0.033537991,0.597811302,0.006237203,-0.004656084,6636980,0.621291612,103.1500015,0.010878093,102.0400009,0.015323392,100.5,-0.02189781,101.5199966,-0.002652562,102.8399963,0.001655773,102.2100006,1.035398842,100.5,103.1500015,102.2660004,0.817846029,100.5,103.1500015,102.2744999,0.857520325,100.5,104.0199966,1,12,4,102.3099976
2015-12-23 00:00:00-05:00,102.4000015,102.5899963,102.2099991,102.3099976,2821400,0,0,0,102.2330002,102.2429996,105.3691998,102.3223133,102.6322485,-0.009999466,-3.12620018,-0.002923721,-0.002928004,0.011624845,0.011369329,52.08489628,-0.629665598,-0.629665598,-0.866376502,0.236710904,102.2429996,103.9294785,100.5565208,0.03298962,0.519863252,0.003714175,-0.000878945,6316490,0.446672123,102.6100006,-0.005235103,103.1500015,0.010878093,102.0400009,0.015323392,102.75,0.012115873,102.6399994,-0.001944739,102.1220001,0.995977242,100.5,103.1500015,102.2330002,0.807672892,100.5,103.1500015,102.2429996,0.843239436,100.5,104.0199966,2,12,4,103.0500031
2015-12-24 00:00:00-05:00,102.8199997,103.0500031,102.7699966,103.0500031,1710200,0,0,0,102.2830002,102.2724998,105.1539999,102.4546205,102.6720346,0.010500336,-2.881500092,0.007232973,0.007206941,0.011857657,0.011437034,45.84407408,-0.526832036,-0.526832036,-0.798467609,0.271635573,102.2724998,103.9952127,100.549787,0.033688681,0.725662452,0.00271719,0.002236952,6102160,0.280261416,102.3099976,-0.002923721,102.6100006,-0.005235103,103.1500015,0.010878093,100.5,-0.02189781,102.5500031,-0.000876815,102.6320007,0.473731093,102.0400009,103.1500015,102.2830002,0.844131531,100.5,103.1500015,102.2724998,0.861356417,100.5,104.0199966,3,12,4,102.2699966
2015-12-28 00:00:00-05:00,102.4800034,102.5999985,102.0299988,102.2699966,3356200,0,0,0,102.1989998,102.3234997,104.9335999,102.4210525,102.6337453,-0.124499893,-2.610100174,-0.007569203,-0.007597995,0.011973418,0.011237336,48.19819355,-0.502483379,-0.502483379,-0.739270763,0.236787384,102.3234997,103.9777919,100.6692074,0.032334552,0.483829025,0.005573479,-0.002049246,5757940,0.582882072,103.0500031,0.007232973,102.3099976,-0.002923721,102.6100006,-0.005235103,102.0400009,0.015323392,103.1100006,0.005460727,102.6779999,0.408560939,102.2699966,103.1500015,102.1989998,0.79293415,100.5,103.1500015,102.3234997,0.827146119,100.5,104.0199966,0,12,4,102.1999969
2015-12-29 00:00:00-05:00,102.5199966,102.5800018,102.1100006,102.1999969,2832200,0,0,0,102.2399994,102.3374996,104.7277998,102.3808606,102.5924359,-0.097500229,-2.390300217,-0.00068446,-0.000684694,0.011207195,0.011148492,47.0909159,-0.483264512,-0.483264512,-0.688069513,0.204805001,102.3374996,103.9821249,100.6928744,0.032141204,0.458196352,0.004598838,-0.003121339,5484780,0.516374403,102.2699966,-0.007569203,103.0500031,0.007232973,102.3099976,-0.002923721,103.1500015,0.010878093,101.7900009,-0.012801859,102.487999,0.351029796,102.1999969,103.0500031,102.2399994,0.779929651,100.5,103.1500015,102.3374996,0.822312619,100.5,104.0199966,1,12,4,101.4199982
2015-12-30 00:00:00-05:00,101.4700012,101.5999985,101.3499985,101.4199982,3745000,0,0,0,102.2299995,102.2944996,104.5157999,102.2061583,102.4807752,-0.064500046,-2.221300278,-0.007632082,-0.007661356,0.011468375,0.011251691,44.73229957,-0.524921831,-0.524921831,-0.655439976,0.130518145,102.2944996,103.9896497,100.5993495,0.033142546,0.242057817,0.002464997,-0.000492787,5176170,0.723507922,102.1999969,-0.00068446,102.2699966,-0.007569203,103.0500031,0.007232973,102.6100006,-0.005235103,101.5199966,-0.002652562,102.2499985,0.57779923,101.4199982,103.0500031,102.2299995,0.790752835,100.5,103.1500015,102.2944996,0.847575035,100.5,104.0199966,2,12,4,101.4599991
2015-12-31 00:00:00-05:00,101.4800034,101.7200012,101.3099976,101.4599991,3823600,0,0,0,102.1009995,102.3329994,104.2903998,102.070493,102.3835584,-0.231999969,-1.95740036,0.000394409,0.000394331,0.010658411,0.010669036,45.27319203,-0.548386361,-0.548386361,-0.634029253,0.085642892,102.3329994,103.9052335,100.7607653,0.030727803,0.222369485,0.004041038,-0.000197125,4729310,0.808490033,101.4199982,-0.007632082,102.1999969,-0.00068446,102.2699966,-0.007569203,102.3099976,-0.002923721,102.75,0.012115873,102.0799988,0.672942692,101.4199982,103.0500031,102.1009995,0.801644172,100.5,103.1500015,102.3329994,0.78611706,100.5,104.0199966,3,12,4,102.8899994
2016-01-04 00:00:00-05:00,103.1299973,103.6699982,102.4899979,102.8899994,6440000,0,0,0,102.3399994,102.3894993,104.1135997,102.2194942,102.4317909,-0.049499893,-1.724100418,0.014094227,0.013995827,0.008814155,0.010869662,49.11290005,-0.446446736,-0.446446736,-0.59651275,0.150066014,102.3894993,103.956239,100.8227595,0.030603524,0.659726625,0.011468562,-0.002327139,4357690,1.477847208,101.4599991,0.000394409,101.4199982,-0.007632082,102.1999969,-0.00068446,103.0500031,0.007232973,100.5,-0.02189781,102.047998,0.616741423,101.4199982,102.8899994,102.3399994,0.602938394,101.4199982,103.1500015,102.3894993,0.783369879,100.5,104.0199966,0,1,1,103.1800003
